,着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
9,10,7,14,ファントムグレイ,牡7,57.0,木幡初也,2:16.6,1.1/4,**,2-2-1-1,36.9,149.8,13.0,440(+12),,,,[東]杉浦宏昭,山岸桂市,
10,11,4,8,タンタグローリア,牝6,55.0,横山武史,2:16.8,1.1/4,**,14-15-13-10,36.0,42.4,9.0,404(-6),,,,[東]田島俊明,Ｇ１レーシング,
11,12,5,9,レローヴ,牝6,54.0,野中悠太,2:17.2,2.1/2,**,12-11-10-6,36.7,229.0,16.0,506(+12),,,,[東]黒岩陽一,今中俊平,
12,13,1,1,レッドリュンヌ,牝7,52.0,山田敬士,2:17.2,クビ,**,10-11-15-15,36.3,219.6,15.0,438(+12),,,,[東]南田美知,Ｍｒ．ホース,
13,14,7,13,プルクラ,牡4,56.0,石橋脩,2:17.5,1.1/2,**,5-5-3-4,37.6,7.7,5.0,464(-4),,,,[東]堀宣行,金子真人ホールディングス,
14,15,1,2,ウェストブルック,セ5,57.0,ルメール,2:17.5,ハナ,**,14-11-2-2,37.8,4.0,1.0,502(+2),,,,[東]藤沢和雄,社台レースホース,
15,16,6,11,ノーブルエイム,牝5,55.0,井上敏樹,2:18.0,3,**,1-1-6-12,37.9,199.4,14.0,486(-34),,,,[東]松永康利,下河辺隆行,
0,1,8,16,トウカイエトワール,牡3,56.0,マーフィ,1:11.7,,**,4-4,37.3,8.0,4.0,496(0),,,,[西]安田隆行,内村正則,730.0
1,2,7,13,ムーランアンディゴ,牡3,56.0,石橋脩,1:11.9,1.1/2,**,13-12,36.5,7.5,3.0,484(+18),,,,[東]田中博康,村上卓史,290.0
2,3,5,10,インウィクトス,牡3,56.0,丸山元気,1:12.0,3/4,**,10-9,36.9,27.9,8.0,464(+14),,,,[東]小桧山悟,加藤厚子,180.0
3,4,1,1,プレストレジェーロ,牝3,54.0,木幡巧也,1:12.1,クビ,**,1-1,38.1,23.3,7.0,432(+2),,,,[東]尾形和幸,米津佳昭,110.0
4,5,7,14,タイニーベイビー,牡3,56.0,津村明秀,1:12.1,アタマ,**,8-8,37.3,13.2,5.0,440(-2),,,,[東]松山将樹,山口裕介,73.0
5,6,1,2,レムリアンシード,牡3,56.0,武藤雅,1:12.3,1.1/4,**,6-5,37.7,390.9,16.0,446(0),,,,[東]武藤善則,田頭勇貴,
6,7,8,15,デルマサファイア,牝3,53.0,菊沢一樹,1:12.3,ハナ,**,2-2,38.2,54.9,10.0,470(-2),,,,[東]菊沢隆徳,浅沼廣幸,
7,8,6,12,オーロラテソーロ,牡3,56.0,大野拓弥,1:12.3,クビ,**,10-11,37.2,1.8,1.0,490(+4),,,,[東]畠山吉宏,了徳寺健二ホールディングス,
8,9,5,9,ニシノミンクス,牝3,54.0,内田博幸,1:12.4,3/4,**,15-15,36.8,34.9,9.0,460(+8),,,,[東]伊藤圭三,西山茂行,
9,10,3,6,メモワールミノル,牡3,56.0,田辺裕信,1:12.5,1/2,**,6-5,37.8,18.9,6.0,458(-8),,,,[東]中舘英二,吉岡實,
10,11,2,3,ビブショウ,牝3,54.0,石川裕紀,1:12.6,3/4,**,16-16,36.7,185.3,13.0,400(-4),,,,[東]相沢郁,河内孝夫,
11,12,3,5,ストレガ,牝3,54.0,吉田豊,1:13.2,3.1/2,**,13-12,37.8,362.1,15.0,454(-16),,,,[東]浅野洋一,清川信弘,
12,13,6,11,スピーニディローザ,牝3,52.0,木幡育也,1:13.3,1/2,**,10-12,38.2,263.1,14.0,442(+2),,,,[東]大江原哲,矢野秀春,
13,14,4,8,コパノライダー,牡3,55.0,野中悠太,1:13.6,2,**,4-5,39.1,61.1,11.0,456(+6),,,,[東]斎藤誠,小林照弘,
14,15,2,4,コパノキャリー,牝3,54.0,松山弘平,1:13.9,1.1/2,**,8-9,39.1,105.8,12.0,416(+2),,,,[東]和田勇介,小林祥晃,
15,16,4,7,ピシュマニエ,牝3,54.0,ルメール,1:15.4,9,**,2-2,41.3,5.9,2.0,454(0),,,,[東]田中清隆,嶋田賢,
0,1,7,13,ヨシオ,牡7,56.0,松山弘平,1:10.3,,**,3-3,36.4,22.0,5.0,490(+4),,,,[西]森秀行,岩見裕輔,"2,234.3"
1,2,1,1,ハットラブ,牝6,54.0,菊沢一樹,1:10.4,3/4,**,11-11,35.6,39.2,10.0,486(-2),,,,[東]菊沢隆徳,服部邦繁,889.8
2,3,2,4,シュウジ,牡7,59.0,マーフィ,1:10.6,1,**,6-5,36.5,6.0,2.0,508(+2),,,,[西]須貝尚介,安原浩司,554.9
3,4,5,9,ハングリーベン,牡6,56.0,内田博幸,1:10.6,クビ,**,2-2,36.8,30.4,8.0,448(+2),,,,[東]武井亮,石瀬浩三,330.0
4,5,4,8,レッドアネラ,牝5,54.0,ルメール,1:10.6,ハナ,**,1-1,36.9,1.8,1.0,494(0),,,,[東]加藤征弘,東京ホースレーシング,220.0
5,6,8,15,ヒザクリゲ,牝5,54.0,ミナリク,1:10.7,クビ,**,9-8,36.1,25.3,6.0,434(-4),,,,[西]牧浦充徳,手嶋康雄,
6,7,3,5,ドリュウ,牡5,56.0,Ｍ．デム,1:10.8,1/2,**,15-15,34.9,8.6,4.0,452(0),,,,[東]土田稔,ミルファーム,
7,8,4,7,アシャカダイキ,牝6,54.0,津村明秀,1:10.9,3/4,**,9-8,36.4,36.6,9.0,504(+5),,,,[東]鈴木伸尋,吉冨学,
8,9,6,11,リョーノテソーロ,牡5,56.0,田辺裕信,1:10.9,クビ,**,15-15,35.1,59.1,13.0,502(-2),,,,[東]加藤士津,了徳寺健二ホールディングス,
9,10,8,16,オウケンビリーヴ,牝7,56.0,横山典弘,1:10.9,ハナ,**,13-13,35.8,25.6,7.0,500(+14),,,,[東]和田勇介,福井明,
10,11,3,6,エポック,牡7,56.0,酒井学,1:11.1,1.1/4,**,13-13,36.0,40.0,11.0,518(0),,,,[西]角田晃一,吉澤克己,
11,12,5,10,ブラックジョー,セ7,56.0,北村宏司,1:11.2,1/2,**,11-11,36.3,197.4,16.0,458(-10),,,,[西]安達昭夫,山内邦一,
12,13,6,12,オールドベイリー,セ6,57.0,中井裕二,1:11.3,1/2,**,3-3,37.4,59.2,14.0,468(+6),,,,[西]中内田充,ゴドルフィン,
13,14,7,14,クイーンズテソーロ,牝5,54.0,木幡巧也,1:11.3,クビ,**,6-7,37.1,66.9,15.0,464(+6),,,,[東]畠山吉宏,了徳寺健二ホールディングス,
14,15,2,3,クリノケンリュウ,牡6,56.0,シュタル,1:11.8,3,**,6-8,37.6,8.0,3.0,508(0),,,,[西]藤沢則雄,栗本博晴,
15,16,1,2,アンフィトリテ,牝5,54.0,丸山元気,1:12.2,2.1/2,**,5-5,38.2,45.3,12.0,494(+4),,,,[東]宗像義忠,キャロットファーム,
0,1,4,7,リッターシュラーク,牡3,56.0,横山典弘,1:56.8,,**,11-12-15-8,39.0,5.9,3.0,490(+2),,,,[東]中川公成,西森功,510.0
1,2,1,2,ブリジャール,牡3,56.0,マーフィ,1:56.8,クビ,**,7-6-4-3,40.2,1.5,1.0,494(-2),,,,[東]加藤征弘,シルクレーシング,200.0
2,3,8,16,ジーマックス,牡3,56.0,松岡正海,1:57.4,3.1/2,**,3-5-4-4,40.8,5.0,2.0,536(+8),,,,[東]中舘英二,佐野信幸,130.0
3,4,2,3,トキメキナイス,牡3,56.0,江田照男,1:57.7,1.3/4,**,14-13-12-9,40.0,153.8,9.0,462(-4),,,,[東]佐藤吉勝,片岡正雄,77.0
4,5,5,10,ドロス,牡3,56.0,木幡巧也,1:57.7,ハナ,**,9-9-7-4,40.8,14.7,4.0,500(+4),,,,[東]新開幸一,外池榮一郎,51.0
5,6,7,13,トリプルシックス,牝3,54.0,横山和生,1:58.0,1.3/4,**,2-2-2-1,41.8,32.9,7.0,466(0),,,,[東]古賀史生,西森功,
6,7,6,12,セイウンヒロイン,牝3,54.0,大野拓弥,1:58.2,1.1/4,**,6-6-4-7,41.6,18.8,5.0,510(+2),,,,[東]奥平雅士,西山茂行,
7,8,1,1,ジョウハリ,牡3,56.0,勝浦正樹,1:59.6,9,**,11-11-10-11,42.2,234.0,11.0,432(-10),,,,[東]田島俊明,林弘之,
8,9,4,8,エリンクロノス,牡3,54.0,木幡育也,2:00.2,3.1/2,**,3-3-3-6,43.8,263.5,12.0,508(0),,,,[東]大江原哲,田頭勇貴,
9,10,5,9,ラインキャンドル,牝3,54.0,武藤雅,2:00.6,2.1/2,**,7-8-9-9,43.4,396.9,14.0,476(-2),,,,[東]水野貴広,大澤繁昌,
10,11,6,11,スズベルベット,牝3,54.0,三浦皇成,2:01.3,4,**,1-1-1-2,45.2,27.1,6.0,518(+2),,,,[東]高橋裕,森達郎,
11,12,8,15,シゲルカメレオンザ,牡3,55.0,菊沢一樹,2:01.4,クビ,**,13-13-12-14,43.8,533.9,16.0,472(+4),,,,[東]和田勇介,森中蕃,
12,13,7,14,サンタラハシー,牝3,53.0,野中悠太,2:02.8,9,**,9-10-12-15,45.1,109.2,8.0,472(+4),,,,[東]上原博之,加藤ステーブル,
13,14,3,6,エスケイサムソン,牡3,56.0,岩部純二,2:03.0,1,**,16-16-16-16,44.0,385.7,13.0,444(+8),,,,[東]石毛善彦,伊藤輔則,
14,15,3,5,ヒロノホマレボシ,牡3,53.0,山田敬士,2:03.1,3/4,**,14-15-10-11,45.7,482.7,15.0,442(+20),,,,[東]蛯名利弘,小野博郷,
15,16,2,4,ティンパニ,牡3,56.0,宮崎北斗,2:04.9,大,**,5-4-7-13,47.9,212.7,10.0,506(0),,,,[東]粕谷昌央,池田草龍,
0,1,3,5,フリーフロー,牡3,56.0,丸田恭介,1:56.3,,**,6-6-2-3,39.8,18.5,7.0,484(0),,,,[東]宗像義忠,飯田正剛,600.0
1,2,8,15,スワーヴヨハン,牡3,56.0,丸山元気,1:56.3,クビ,**,3-3-2-1,39.9,2.4,1.0,552(0),,,,[東]田中博康,ＮＩＣＫＳ,240.0
2,3,2,4,ヒロキング,牡3,56.0,内田博幸,1:56.9,3.1/2,**,5-4-5-5,40.0,14.6,6.0,490(0),,,,[東]黒岩陽一,澤田孝之,150.0
3,4,4,7,テオファーニア,牡3,56.0,北村宏司,1:58.0,7,**,7-6-6-6,41.0,4.3,2.0,522(0),,,,[東]木村哲也,ＤＭＭドリームクラブ,90.0
4,5,8,16,トランペットシェル,牡3,56.0,柴田善臣,1:58.0,クビ,**,4-4-4-4,41.4,8.7,4.0,498(0),,,,[東]大江原哲,谷掛龍夫,60.0
5,6,4,8,ゲンキチボン,牡3,56.0,丹内祐次,1:59.3,8,**,14-14-14-12,40.2,305.7,16.0,472(0),,,,[東]堀井雅広,荒井元明,
6,7,1,1,ヴィクトリオーソ,牡3,56.0,石川裕紀,1:59.4,1/2,**,1-1-1-2,43.0,13.1,5.0,490(0),,,,[西]牧田和弥,ノルマンディーサラブレッドレーシング,
7,8,7,13,シェイドオヴペイル,牡3,56.0,横山武史,1:59.8,2.1/2,**,11-11-12-11,40.9,22.4,8.0,502(0),,,,[東]栗田徹,小林弘明,
8,9,7,14,リーヴスカーズ,牡3,56.0,木幡巧也,2:00.7,5,**,8-9-8-8,42.7,243.1,13.0,464(0),,,,[東]清水英克,西森功,
9,10,3,6,ミユキリバタリアン,牡3,56.0,的場勇人,2:01.3,3.1/2,**,10-10-11-10,42.8,207.4,12.0,506(0),,,,[東]的場均,長井純一,
10,11,6,12,キョウワドライヴ,牡3,56.0,柴山雄一,2:01.9,4,**,11-11-9-8,43.5,5.2,3.0,510(0),,,,[西]五十嵐忠,協和牧場,
11,12,2,3,テーオーバフェット,牡3,56.0,川須栄彦,2:02.0,クビ,**,13-13-12-14,43.1,70.5,10.0,506(0),,,,[西]梅田智之,小笹公也,
12,13,5,9,トランクイッロ,セ3,54.0,木幡育也,2:02.7,4,**,15-15-15-14,43.4,263.9,14.0,480(0),,,,[東]高橋祥泰,眞保榮稔,
13,14,5,10,デルマベリル,牡3,56.0,武士沢友,2:03.0,2,**,16-16-15-12,43.7,84.8,11.0,442(0),,,,[東]古賀史生,浅沼廣幸,
14,15,1,2,キタノアティクス,牡3,53.0,山田敬士,2:03.3,2,**,2-2-6-7,46.2,274.2,15.0,490(0),,,,[東]小笠倫弘,北所直人,
15,16,6,11,ヤマニンパジャッソ,牡3,56.0,伊藤工真,2:05.4,大,**,8-8-9-14,47.1,55.7,9.0,468(0),,,,[東]蛯名利弘,土井肇,
0,1,6,12,ショウナンカイドウ,牡7,57.0,横山武史,1:11.2,,**,6-5,36.5,13.7,5.0,534(-2),,,,[西]高野友和,国本哲秀,"1,542.0"
1,2,7,14,コーラルプリンセス,牝6,55.0,丸山元気,1:11.4,1.1/4,**,6-7,36.7,6.3,3.0,530(-2),,,,[東]高橋裕,吉田勝己,612.0
2,3,6,11,アルベルティーヌ,牝5,55.0,田中勝春,1:11.5,3/4,**,14-14,36.0,2.1,1.0,446(-4),,,,[東]栗田徹,村野康司,386.0
3,4,1,1,コールドターキー,牡5,57.0,黛弘人,1:11.5,アタマ,**,6-4,36.8,114.3,14.0,474(+12),,,,[東]佐藤吉勝,薪浦亨,230.0
4,5,3,5,グラスボイジャー,牡4,56.0,木幡巧也,1:11.7,3/4,**,1-1,37.5,4.9,2.0,534(+2),,,,[東]牧光二,半沢,150.0
5,6,2,4,アッティーヴォ,牡6,57.0,石川裕紀,1:11.8,1/2,**,2-2,37.5,46.5,11.0,460(+4),,,,[西]大根田裕,奥裕嗣,
6,7,5,9,オルクリスト,牡4,56.0,横山和生,1:11.8,アタマ,**,13-13,36.6,12.8,4.0,486(+8),,,,[東]杉浦宏昭,日進牧場,
7,8,8,15,カレイドスコープ,牝5,55.0,菊沢一樹,1:11.8,クビ,**,9-10,36.9,31.2,9.0,486(+4),,,,[東]菊沢隆徳,グランド牧場,
8,9,4,7,ホイールバーニング,牡7,57.0,田辺裕信,1:11.9,クビ,**,10-7,36.8,20.1,7.0,528(-2),,,,[西]牧田和弥,市川義美ホールディングス,
9,10,1,2,ギンゴー,牡7,57.0,杉原誠人,1:12.0,3/4,**,4-5,37.5,27.3,8.0,504(+4),,,,[東]武市康男,ミルファーム,
10,11,7,13,テーオーソルジャー,牡9,57.0,マーフィ,1:12.1,1/2,**,10-11,37.0,16.4,6.0,470(+4),,,,[西]宮徹,小笹公也,
11,12,4,8,クリノレオノール,牝6,55.0,柴田大知,1:12.1,アタマ,**,10-11,37.0,110.2,13.0,482(+6),,,,[東]星野忍,栗本博晴,
12,13,5,10,レノカズマ,牡5,57.0,菅原明良,1:12.3,1.1/4,**,2-2,38.1,55.8,12.0,500(+2),,,,[東]稲垣幸雄,雅苑興業,
13,14,3,6,ベアクアウフ,牡4,56.0,江田照男,1:12.5,3/4,**,15-15,36.7,159.5,15.0,482(-2),,,,[東]清水英克,ディアレストクラブ,
14,15,2,3,アルマユディト,牝5,55.0,武士沢友,1:12.6,3/4,**,16-15,36.7,269.7,16.0,498(+10),,,,[東]中舘英二,コウトミックレーシング,
15,16,8,16,マイネルバトゥータ,牡4,56.0,丹内祐次,1:14.0,9,**,4-7,39.4,37.2,10.0,502(+10),,,,[東]高橋祥泰,サラブレッドクラブ・ラフィアン,
0,1,5,8,サクラルーフェン,牡4,56.0,石橋脩,1:55.3,,**,1-1-1-1,39.5,1.7,1.0,452(0),,,,[東]尾関知人,さくらコマース,760.0
1,2,8,14,キングスバレイ,牡4,56.0,木幡巧也,1:56.0,4,**,3-3-2-2,40.0,5.3,3.0,514(+2),,,,[東]斎藤誠,村野康司,300.0
2,3,6,10,ベルジュネス,セ4,56.0,丹内祐次,1:56.4,2.1/2,**,7-7-9-9,39.7,90.5,9.0,450(+8),,,,[東]畠山吉宏,岡田牧雄,190.0
3,4,8,15,アールグランツ,牡4,56.0,横山武史,1:56.7,1.3/4,**,5-4-4-3,40.5,22.9,5.0,474(-8),,,,[東]鈴木伸尋,前原敏行,110.0
4,5,3,5,カウンターエア,牡4,56.0,津村明秀,1:57.0,1.3/4,**,14-14-13-9,40.0,4.8,2.0,566(+8),,,,[東]奥村武,社台レースホース,76.0
5,6,4,6,ホーカスポーカス,牡5,57.0,丸山元気,1:57.0,クビ,**,8-7-6-5,40.6,14.0,4.0,434(+4),,,,[東]根本康広,平賀久枝,
6,7,5,9,ビービーデフィ,セ5,57.0,西田雄一,1:57.1,クビ,**,12-12-4-3,41.0,27.4,7.0,500(+4),,,,[東]小笠倫弘,坂東牧場,
7,8,2,2,ボーイズオブサマー,牡4,56.0,柴田大知,1:57.5,2.1/2,**,13-12-14-13,40.3,122.5,11.0,516(+18),,,,[東]天間昭一,ノルマンディーサラブレッドレーシング,
8,9,4,7,ヒロノライデン,牡5,57.0,丸田恭介,1:57.6,1/2,**,5-4-6-8,41.1,148.3,12.0,486(-2),,,,[東]蛯名利弘,小野博郷,
9,10,7,13,トラストシンゲン,牡4,54.0,菅原明良,1:57.9,2,**,15-15-15-13,40.5,94.1,10.0,510(0),,,,[東]高木登,菅波雅巳,
10,11,2,3,クラウドスケープ,牡4,56.0,黛弘人,1:58.0,クビ,**,10-10-9-7,41.4,149.5,14.0,476(0),,,,[東]藤原辰雄,下河辺俊行,
11,12,3,4,アララトテソーロ,牡4,53.0,藤田菜七,1:58.0,アタマ,**,10-11-11-12,41.2,27.1,6.0,488(+16),,,,[東]和田雄二,了徳寺健二ホールディングス,
12,13,1,1,ウイニングメイビー,牡4,56.0,大野拓弥,1:58.6,3.1/2,**,3-4-6-9,42.2,40.2,8.0,488(+22),,,,[東]稲垣幸雄,井上久光,
13,14,6,11,グーガルラヴィ,セ4,56.0,嶋田純次,1:58.7,1/2,**,2-2-2-5,42.7,148.7,13.0,508(-2),,,,[東]手塚貴久,藤田在子,
14,15,7,12,ファントムメナス,牡5,57.0,菅原隆一,1:58.7,クビ,**,9-9-11-15,41.9,344.8,15.0,542(+16),,,,[東]石栗龍彦,ノルマンディーサラブレッドレーシング,
0,1,4,7,タイセイソニック,牡5,57.0,石橋脩,1:08.8,,**,3-2,34.6,37.3,11.0,470(+10),,,,[西]西村真幸,田中成奉,"1,100.0"
1,2,3,6,ハイヤーアプシス,牝6,55.0,田辺裕信,1:08.8,クビ,**,11-11,33.9,12.9,5.0,438(-2),,,,[東]鹿戸雄一,吉田晴哉,440.0
2,3,4,8,ヴェルスパー,牝5,55.0,Ｍ．デム,1:08.8,アタマ,**,6-4,34.3,11.3,4.0,452(+2),,,,[東]加藤征弘,サンデーレーシング,280.0
3,4,3,5,シセイヒテン,牡5,57.0,丸山元気,1:08.9,クビ,**,8-8,34.3,14.6,6.0,444(-2),,,,[東]宗像義忠,猪苗代勇,170.0
4,5,5,10,フォレブルート,牝4,54.0,マーフィ,1:08.9,クビ,**,3-4,34.7,2.6,1.0,444(+12),,,,[西]安田隆行,林正道,110.0
5,6,8,16,ビヨンジオール,牡8,57.0,大野拓弥,1:09.1,1.1/2,**,13-13,33.9,99.9,14.0,524(+12),,,,[東]的場均,林正道,
6,7,1,2,ムスコローソ,牡5,57.0,武藤雅,1:09.2,1/2,**,10-10,34.5,27.9,8.0,518(+10),,,,[東]手塚貴久,落合幸弘,
7,8,5,9,ザイツィンガー,牡4,56.0,北村宏司,1:09.3,クビ,**,11-11,34.4,63.5,13.0,426(+4),,,,[西]牧田和弥,永田和彦,
8,9,6,12,ショウナンマッシブ,牡6,57.0,吉田豊,1:09.4,3/4,**,8-8,34.8,35.4,10.0,478(+2),,,,[東]田中剛,国本哲秀,
9,10,7,13,ロードアクア,牡4,56.0,鮫島克駿,1:09.4,アタマ,**,5-6,35.1,4.9,3.0,464(+8),,,,[西]浅見秀一,ロードホースクラブ,
10,11,7,14,カステヘルミ,牝4,54.0,津村明秀,1:09.4,ハナ,**,2-2,35.3,18.6,7.0,428(+8),,,,[東]岩戸孝樹,田頭勇貴,
11,12,2,4,ワールドフォーラブ,牝6,55.0,フォーリ,1:09.4,ハナ,**,6-6,34.9,4.9,2.0,450(-6),,,,[西]音無秀孝,吉澤克己,
12,13,1,1,ピースユニヴァース,牡5,57.0,内田博幸,1:09.5,クビ,**,13-13,34.3,54.7,12.0,498(+14),,,,[東]尾形和幸,久米田正平,
13,14,6,11,アズマヘリテージ,牝4,54.0,藤岡康太,1:09.7,1.1/4,**,15-15,34.0,111.6,15.0,476(+20),,,,[西]河内洋,東哲次,
14,15,2,3,イノバティブ,セ6,57.0,木幡巧也,1:10.0,2,**,16-16,33.6,120.0,16.0,450(+14),,,,[東]相沢郁,畑佐博,
15,16,8,15,オトナノジジョウ,牝4,51.0,藤田菜七,1:10.6,3.1/2,**,1-1,36.6,34.0,9.0,452(+12),,,,[西]森秀行,内田玄祥,
0,1,8,16,バーナードループ,牡3,56.0,ルメール,1:55.7,,**,2-2-1-1,39.5,1.1,1.0,510(+4),,,,[東]高木登,社台レースホース,510.0
1,2,1,1,マイネルイリャルギ,牡3,56.0,柴田大知,1:56.8,7,**,5-5-4-2,40.2,43.4,6.0,494(+14),,,,[東]高橋裕,サラブレッドクラブ・ラフィアン,200.0
2,3,3,6,アイアムイチリュウ,牡3,56.0,横山典弘,1:57.0,1.1/4,**,12-12-8-7,38.9,5.5,2.0,510(+8),,,,[東]奥平雅士,堀紘一,130.0
3,4,4,7,マラジェッツ,牡3,56.0,丸山元気,1:58.0,6,**,8-8-6-4,41.2,34.6,4.0,446(-2),,,,[東]上原博之,伊達敏明,77.0
4,5,7,13,グラスフレイバー,牡3,56.0,内田博幸,1:59.4,8,**,14-14-12-10,40.8,273.0,11.0,470(-2),,,,[東]松永康利,尾田信夫,51.0
5,6,6,12,スタインウェイ,牡3,56.0,北村宏司,1:59.4,ハナ,**,3-3-3-3,43.0,13.1,3.0,520(+10),,,,[東]古賀慎明,サンデーレーシング,
6,7,6,11,アイルビーメジャー,牡3,56.0,丹内祐次,2:00.0,3.1/2,**,3-3-4-6,43.4,47.3,7.0,460(+10),,,,[東]伊藤伸一,岡田壮史,
7,8,5,9,エコロダンサー,牝3,51.0,藤田菜七,2:00.9,5,**,15-15-14-13,41.9,41.3,5.0,410(-14),,,,[東]根本康広,原村正紀,
8,9,3,5,ラブオーソ,牝3,54.0,柴山雄一,2:01.0,1/2,**,8-9-8-9,42.9,332.3,13.0,438(-2),,,,[東]和田雄二,増田陽一,
9,10,4,8,ゴールドブション,牡3,53.0,山田敬士,2:01.5,3,**,12-12-11-12,43.0,236.8,10.0,506(+4),,,,[東]青木孝文,廣崎利洋ＨＤ,
10,11,7,14,ワイルドピット,牡3,55.0,菊沢一樹,2:01.6,1/2,**,1-1-2-4,45.4,188.7,9.0,428(-4),,,,[東]浅野洋一,ＴＵＲＨ,
11,12,2,4,ラッキーゾーン,牡3,56.0,柴田善臣,2:02.2,4,**,6-6-7-8,45.2,293.3,12.0,458(-10),,,,[東]本間忍,小田切有一,
12,13,5,10,マオノエピ,牝3,54.0,木幡巧也,2:02.6,2.1/2,**,10-10-12-14,43.9,88.6,8.0,478(+4),,,,[東]黒岩陽一,湯浅健司,
13,14,2,3,キタノアゲイン,牝3,54.0,嘉藤貴行,2:02.6,クビ,**,10-10-8-11,44.6,434.4,16.0,420(-2),,,,[東]松永康利,北所直人,
14,中,1,2,ラブロッソー,牝3,54.0,武士沢友,,,**,16-16,,382.3,14.0,480(-8),,,,[東]星野忍,増田陽一,
15,中,8,15,コーリング,セ3,54.0,菅原明良,,,**,6-7,,390.8,15.0,476(-4),,,,[東]深山雅史,河村祥史,
0,1,8,16,リョウガ,牡3,56.0,マーフィ,1:55.2,,**,5-5-3-2,39.5,12.9,4.0,462(-12),,,,[東]田中博康,ゴドルフィン,510.0
1,2,1,2,アコルドエール,牡3,56.0,丸山元気,1:56.2,6,**,1-1-1-1,40.9,4.9,2.0,494(+2),,,,[東]中川公成,キャロットファーム,200.0
2,3,2,4,ヤマノマタカ,牡3,56.0,石川裕紀,1:56.4,1,**,6-5-5-5,40.5,24.9,6.0,468(+2),,,,[東]相沢郁,澤村敏雄,130.0
3,4,3,5,ミスターサンド,牡3,56.0,田辺裕信,1:56.4,クビ,**,6-7-5-5,40.5,1.5,1.0,474(0),,,,[東]栗田徹,山口功一郎,77.0
4,5,5,10,ロドルフォブレイン,牡3,56.0,石橋脩,1:57.2,5,**,12-12-10-9,40.4,19.0,5.0,540(-2),,,,[東]尾関知人,エンジェルレーシング,51.0
5,6,4,8,キークラウン,牡3,53.0,山田敬士,1:57.3,1/2,**,15-15-14-12,39.9,81.0,9.0,498(+6),,,,[東]黒岩陽一,北前孔一郎,
6,7,4,7,セイウンカゲロウ,牡3,56.0,松岡正海,1:57.5,1.1/4,**,11-11-8-8,41.1,96.0,10.0,494(-6),,,,[東]奥平雅士,西山茂行,
7,8,6,11,ボントンルレ,牡3,56.0,大野拓弥,1:57.7,3/4,**,14-14-12-11,40.6,159.8,12.0,466(+2),,,,[東]林徹,ジャコモ,
8,9,7,13,マイロングタイム,牡3,56.0,勝浦正樹,1:57.9,1.1/4,**,6-7-7-7,41.7,53.8,8.0,452(+6),,,,[東]藤原辰雄,佐藤良二,
9,10,6,12,トーヨースターオー,牡3,56.0,吉田豊,1:58.3,2.1/2,**,2-2-2-3,42.8,7.6,3.0,524(-12),,,,[東]土田稔,中嶋宏,
10,11,2,3,ミユキアウグストス,牡3,56.0,武藤雅,1:58.5,1,**,12-12-14-15,41.2,131.4,11.0,518(-4),,,,[東]清水英克,長井純一,
11,12,1,1,ラルナジェナ,牝3,54.0,ミナリク,1:58.6,3/4,**,3-3-3-3,42.9,49.8,7.0,442(+12),,,,[東]奥村武,サンデーレーシング,
12,13,8,15,ポンポンルージュ,牝3,54.0,柴田大知,1:58.7,1/2,**,9-9-10-9,41.9,295.2,14.0,474(+4),,,,[東]伊藤大士,ビッグレッドファーム,
13,14,5,9,リモテソーロ,牡3,56.0,西田雄一,1:58.8,1/2,**,16-16-14-13,41.5,547.5,15.0,504(-10),,,,[東]加藤士津,了徳寺健二ホールディングス,
14,15,3,6,マイネルリベラル,牡3,56.0,横山武史,2:00.8,大,**,10-9-12-15,43.7,198.2,13.0,454(+6),,,,[東]高橋祥泰,サラブレッドクラブ・ラフィアン,
15,16,7,14,ワールドウィスラー,牡3,55.0,菊沢一樹,2:02.6,大,**,3-3-8-13,46.1,551.9,16.0,444(0),,,,[東]深山雅史,田頭勇貴,
0,1,2,4,サトノポーラスター,牡3,56.0,ミナリク,1:12.6,,**,4-4,38.1,17.8,8.0,514(+14),,,,[東]大和田成,サトミホースカンパニー,510.0
1,2,3,5,クリアミッション,牡3,56.0,大庭和弥,1:12.6,クビ,**,2-3,38.5,27.0,9.0,504(0),,,,[東]土田稔,大原詔宏,200.0
2,3,4,7,スイスライツ,牡3,56.0,江田照男,1:12.7,1/2,**,6-6,38.0,13.7,7.0,464(-10),,,,[東]竹内正洋,永田博之,130.0
3,4,3,6,シゲルメイオウセイ,牡3,56.0,和田竜二,1:12.8,1/2,**,4-4,38.3,6.4,4.0,482(-4),,,,[東]松山将樹,森中蕃,77.0
4,5,1,1,スリーハーバー,牡3,54.0,木幡育也,1:12.8,クビ,**,1-1,38.8,5.0,2.0,494(-4),,,,[東]柄崎孝,永井商事,51.0
5,6,1,2,ヴァンデリオン,牡3,56.0,丸山元気,1:12.8,ハナ,**,2-2,38.8,7.6,5.0,492(+2),,,,[東]根本康広,村山忠弘,
6,7,5,9,ゴールドオーク,牝3,54.0,横山典弘,1:13.4,3.1/2,**,9-7,38.4,3.7,1.0,522(-2),,,,[東]石毛善彦,シンボリ牧場,
